COLUMNS:
time[0], 
state0[0], 
state0[1], 
state0[2], 
state1[0], 
state1[1], 
state1[2], 
action[0], 
reward[0], 
terminal[0]
DATA:
   0.000000,    3.141593,    0.000000,    0.000000,    3.102691,   -2.549879,    0.030000,   -3.000000,  -57.783642,    0.000000
   0.030000,    3.102691,   -2.549879,    0.030000,    3.031346,   -2.167260,    0.060000,    0.000000,  -46.414988,    0.000000
   0.060000,    3.031346,   -2.167260,    0.060000,    2.935803,   -4.130459,    0.090000,   -3.000000,  -53.800752,    0.000000
   0.090000,    2.935803,   -4.130459,    0.090000,    2.788627,   -5.585537,    0.120000,   -3.000000,  -51.002012,    0.000000
   0.120000,    2.788627,   -5.585537,    0.120000,    2.606773,   -6.433671,    0.150000,   -3.000000,  -47.115543,    0.000000
   0.150000,    2.606773,   -6.433671,    0.150000,    2.408728,   -6.672728,    0.180000,   -3.000000,  -42.462375,    0.000000
   0.180000,    2.408728,   -6.672728,    0.180000,    2.211657,   -6.388832,    0.210000,   -3.000000,  -37.538857,    0.000000
   0.210000,    2.211657,   -6.388832,    0.210000,    2.029232,   -5.721745,    0.240000,   -3.000000,  -32.862756,    0.000000
   0.240000,    2.029232,   -5.721745,    0.240000,    1.870683,   -4.820769,    0.270000,   -3.000000,  -28.821248,    0.000000
   0.270000,    1.870683,   -4.820769,    0.270000,    1.741061,   -3.810982,    0.300000,   -3.000000,  -25.608820,    0.000000
   0.300000,    1.741061,   -3.810982,    0.300000,    1.642238,   -2.778513,    0.330000,   -3.000000,  -23.256734,    0.000000
   0.330000,    1.642238,   -2.778513,    0.330000,    1.574084,   -1.771633,    0.360000,   -3.000000,  -21.702577,    0.000000
   0.360000,    1.574084,   -1.771633,    0.360000,    1.574735,    1.786583,    0.390000,    0.000000,  -12.718144,    0.000000
   0.390000,    1.574735,    1.786583,    0.390000,    1.640344,    2.579632,    0.420000,   -3.000000,  -23.119100,    0.000000
   0.420000,    1.640344,    2.579632,    0.420000,    1.728945,    3.315246,    0.450000,   -3.000000,  -25.045333,    0.000000
   0.450000,    1.728945,    3.315246,    0.450000,    1.838358,    3.960184,    0.480000,   -3.000000,  -27.466112,    0.000000
   0.480000,    1.838358,    3.960184,    0.480000,    1.965151,    4.464227,    0.510000,   -3.000000,  -30.302024,    0.000000
   0.510000,    1.965151,    4.464227,    0.510000,    2.104181,    4.765174,    0.540000,   -3.000000,  -33.408585,    0.000000
   0.540000,    2.104181,    4.765174,    0.540000,    2.248397,    4.800187,    0.570000,   -3.000000,  -36.580621,    0.000000
   0.570000,    2.248397,    4.800187,    0.570000,    2.389052,    4.522203,    0.600000,   -3.000000,  -39.582868,    0.000000
   0.600000,    2.389052,    4.522203,    0.600000,    2.516439,    3.916708,    0.630000,   -3.000000,  -42.196386,    0.000000
   0.630000,    2.516439,    3.916708,    0.630000,    2.621051,    3.012444,    0.660000,   -3.000000,  -44.257034,    0.000000
   0.660000,    2.621051,    3.012444,    0.660000,    2.694907,    1.881478,    0.690000,   -3.000000,  -45.666624,    0.000000
   0.690000,    2.694907,    1.881478,    0.690000,    2.771648,    3.182329,    0.720000,    0.000000,  -39.422887,    0.000000
   0.720000,    2.771648,    3.182329,    0.720000,    2.843232,    1.562732,    0.750000,   -3.000000,  -49.664062,    0.000000
   0.750000,    2.843232,    1.562732,    0.750000,    2.864630,   -0.134786,    0.780000,   -3.000000,  -50.032349,    0.000000
   0.780000,    2.864630,   -0.134786,    0.780000,    2.836080,   -1.739440,    0.810000,   -3.000000,  -49.519310,    0.000000
   0.810000,    2.836080,   -1.739440,    0.810000,    2.762737,   -3.098107,    0.840000,   -3.000000,  -48.123406,    0.000000
   0.840000,    2.762737,   -3.098107,    0.840000,    2.653812,   -4.096822,    0.870000,   -3.000000,  -45.891975,    0.000000
   0.870000,    2.653812,   -4.096822,    0.870000,    2.521142,   -4.676131,    0.900000,   -3.000000,  -42.967411,    0.000000
   0.900000,    2.521142,   -4.676131,    0.900000,    2.377455,   -4.836061,    0.930000,   -3.000000,  -39.600210,    0.000000
   0.930000,    2.377455,   -4.836061,    0.930000,    2.234674,   -4.627542,    0.960000,   -3.000000,  -36.110246,    0.000000
   0.960000,    2.234674,   -4.627542,    0.960000,    2.102667,   -4.132788,    0.990000,   -3.000000,  -32.814046,    0.000000
   0.990000,    2.102667,   -4.132788,    0.990000,    1.988659,   -3.442467,    1.020000,   -3.000000,  -29.958872,    0.000000
   1.020000,    1.988659,   -3.442467,    1.020000,    1.897257,   -2.637776,    1.050000,   -3.000000,  -27.693699,    0.000000
   1.050000,    1.897257,   -2.637776,    1.050000,    1.830903,   -1.781336,    1.080000,   -3.000000,  -26.078340,    0.000000
   1.080000,    1.830903,   -1.781336,    1.080000,    1.790458,   -0.916247,    1.110000,   -3.000000,  -25.112645,    0.000000
   1.110000,    1.790458,   -0.916247,    1.110000,    1.775733,   -0.070315,    1.140000,   -3.000000,  -24.766640,    0.000000
   1.140000,    1.775733,   -0.070315,    1.140000,    1.785857,    0.737529,    1.170000,   -3.000000,  -25.000825,    0.000000
   1.170000,    1.785857,    0.737529,    1.170000,    1.819440,    1.490712,    1.200000,   -3.000000,  -25.774024,    0.000000
   1.200000,    1.819440,    1.490712,    1.200000,    1.874559,    2.169626,    1.230000,   -3.000000,  -27.040594,    0.000000
   1.230000,    1.874559,    2.169626,    1.230000,    1.987744,    5.327368,    1.260000,    0.000000,  -22.593723,    0.000000
   1.260000,    1.987744,    5.327368,    1.260000,    2.151330,    5.530338,    1.290000,   -3.000000,  -35.199578,    0.000000
   1.290000,    2.151330,    5.530338,    1.290000,    2.316315,    5.409321,    1.320000,   -3.000000,  -38.752655,    0.000000
   1.320000,    2.316315,    5.409321,    1.320000,    2.511130,    7.475708,    1.350000,    0.000000,  -37.117498,    0.000000
   1.350000,    2.511130,    7.475708,    1.350000,    2.718648,    6.261962,    1.380000,   -3.000000,  -49.876455,    0.000000
   1.380000,    2.718648,    6.261962,    1.380000,    2.881521,    4.519027,    1.410000,   -3.000000,  -52.557991,    0.000000
